user_id,login_frequency,session_duration,search_count,recommendation_requests,movies_clicked,favorites_added,ratings_given,satisfaction_score,days_since_last_login,avg_rating_given,genre_Action,genre_Comedy,genre_Documentary,genre_Drama,genre_Horror,genre_Romance,genre_Sci-Fi,genre_Thriller,churn
U0128,17,34.0,23,12,8,2,3,3,21,3.4,0,0,0,0,0,1,0,0,0
U0129,25,47.7,34,18,14,5,8,4,10,4.6,0,0,0,0,0,0,1,0,0
U0130,13,25.4,16,9,5,2,1,3,33,2.9,0,0,0,0,0,0,1,0,1
U0131,10,15.1,12,8,4,2,1,2,37,2.8,0,0,0,0,1,0,0,0,1
U0132,23,40.4,29,17,11,3,5,4,8,3.8,0,0,0,0,0,0,0,1,0
U0133,11,16.9,12,9,4,1,2,3,35,2.4,0,0,0,0,1,0,0,0,1
U0134,3,3.0,1,2,2,0,0,1,50,1.9,0,1,0,0,0,0,0,0,1
U0135,18,34.9,26,12,8,3,4,4,18,3.6,0,0,0,0,0,0,0,1,0
U0136,16,30.2,22,14,9,2,3,4,23,3.4,1,0,0,0,0,0,0,0,0
U0137,17,28.7,25,11,7,2,3,3,24,3.3,0,0,0,0,0,1,0,0,0
U0138,21,40.3,28,16,12,4,6,4,15,4.1,0,0,0,0,0,1,0,0,0
U0139,19,34.6,21,13,10,3,4,3,20,3.6,0,0,0,0,0,0,0,1,0
U0140,17,30.4,23,10,5,1,3,3,26,3.1,0,0,0,1,0,0,0,0,1
U0141,13,31.7,17,7,3,1,2,2,27,2.8,0,0,0,1,0,0,0,0,1
U0142,9,17.8,11,8,3,1,2,2,43,2.5,0,1,0,0,0,0,0,0,1
U0143,4,6.5,6,2,0,1,0,2,48,1.8,0,0,0,1,0,0,0,0,1
U0144,20,32.9,25,11,7,2,3,4,22,3.4,0,1,0,0,0,0,0,0,0
U0145,19,30.4,18,11,7,2,2,4,28,3.6,0,0,0,0,0,0,0,1,0
U0146,11,17.8,11,6,3,1,0,3,38,2.7,0,0,0,0,0,1,0,0,0
U0147,2,8.1,8,3,0,0,0,1,47,1.8,0,0,0,0,0,0,1,0,1
U0148,12,29.7,16,10,7,2,3,3,30,3.2,0,0,0,0,0,0,0,1,1
U0149,20,32.4,26,13,7,2,2,4,12,3.9,0,0,1,0,0,0,0,0,0
U0150,18,34.5,25,13,7,1,3,4,11,3.7,0,1,0,0,0,0,0,0,0
U0151,9,16.7,8,7,4,1,0,2,43,2.0,0,0,0,0,0,0,1,0,1
U0152,12,18.6,15,6,3,1,1,3,33,2.8,1,0,0,0,0,0,0,0,1
U0153,7,10.4,10,6,2,1,1,2,37,2.1,0,0,0,0,0,0,1,0,1
U0154,7,7.1,5,2,1,0,0,2,47,2.0,0,0,0,0,0,0,1,0,1
U0155,29,52.3,31,17,13,5,7,4,5,4.6,0,0,0,0,0,1,0,0,0
U0156,8,17.0,14,8,5,1,2,2,31,2.5,0,0,0,0,0,0,1,0,1
U0157,21,41.0,28,13,8,3,4,4,16,3.9,1,0,0,0,0,0,0,0,0
U0158,13,21.2,16,10,5,1,2,2,38,2.3,1,0,0,0,0,0,0,0,1
U0159,21,33.5,25,11,8,3,3,4,20,3.6,0,0,0,0,0,0,1,0,0
U0160,21,36.4,25,11,6,1,2,4,18,4.0,0,0,0,0,0,1,0,0,0
U0161,16,28.1,20,11,6,1,2,3,25,3.8,1,0,0,0,0,0,0,0,0
U0162,19,33.7,25,12,7,2,3,3,20,3.8,1,0,0,0,0,0,0,0,0
U0163,20,32.5,24,12,6,1,3,3,20,3.5,0,0,0,0,0,1,0,0,0
U0164,21,38.0,24,15,10,3,5,4,15,3.9,0,0,1,0,0,0,0,0,0
U0165,8,14.6,8,3,1,0,0,2,46,2.0,0,0,0,0,0,0,0,1,1
U0166,7,18.9,11,6,4,1,1,2,41,2.4,1,0,0,0,0,0,0,0,1
U0167,29,56.4,38,20,16,6,8,5,5,4.7,0,1,0,0,0,0,0,0,0
U0168,4,5.8,6,0,0,0,0,1,53,1.5,0,0,0,0,0,1,0,0,1
U0169,9,20.5,9,7,4,0,1,2,40,2.6,0,0,0,0,0,0,0,1,1
U0170,19,39.4,24,13,7,2,3,4,24,3.5,1,0,0,0,0,0,0,0,0
U0171,19,34.1,21,14,8,2,2,4,23,3.3,0,1,0,0,0,0,0,0,0
U0172,22,38.7,29,15,10,3,5,4,14,3.4,0,0,0,0,0,1,0,0,0
U0173,18,40.2,24,12,7,3,3,3,18,3.7,0,1,0,0,0,0,0,0,0
U0174,23,40.1,31,17,12,5,5,4,12,4.2,0,0,0,1,0,0,0,0,0
U0175,7,13.5,8,6,2,0,0,2,43,2.4,0,0,0,0,1,0,0,0,1
U0176,0,0.0,3,3,0,0,0,1,45,1.6,0,0,1,0,0,0,0,0,1
U0177,25,44.8,28,16,12,4,5,4,15,4.1,0,0,0,0,0,1,0,0,0
U0178,9,14.7,16,8,4,2,1,2,34,2.6,0,1,0,0,0,0,0,0,1
U0179,11,17.5,11,4,4,1,1,2,39,2.5,0,1,0,0,0,0,0,0,1
U0180,24,50.0,32,16,10,3,5,4,13,4.0,0,1,0,0,0,0,0,0,0
U0181,9,22.4,12,7,5,2,2,2,34,2.6,1,0,0,0,0,0,0,0,1
U0182,8,14.4,10,5,3,1,1,2,36,2.6,1,0,0,0,0,0,0,0,1
U0183,17,25.0,24,11,6,2,2,3,28,3.7,0,1,0,0,0,0,0,0,0
U0184,20,35.6,26,12,7,3,3,3,12,3.8,0,0,0,0,0,0,1,0,0
U0185,15,30.2,19,9,4,1,1,4,29,2.9,0,0,0,0,0,0,1,0,0
U0186,22,46.5,32,15,11,4,5,4,16,3.9,0,0,0,1,0,0,0,0,0
U0187,8,14.6,7,4,0,0,0,2,46,2.1,0,1,0,0,0,0,0,0,1
U0188,21,41.6,28,15,9,3,4,4,16,4.0,0,0,0,0,0,0,1,0,0
U0189,25,51.9,31,17,11,4,5,4,7,4.1,1,0,0,0,0,0,0,0,0
U0190,18,29.7,21,13,9,2,3,4,27,3.3,1,0,0,0,0,0,0,0,1
U0191,20,31.0,24,14,9,3,4,3,20,3.7,0,0,0,1,0,0,0,0,0
U0192,8,9.3,8,6,2,1,0,2,42,2.5,0,0,0,0,0,0,0,1,1
U0193,29,54.0,36,19,14,5,8,5,2,4.5,0,0,0,0,0,0,1,0,0
U0194,10,17.9,13,7,3,1,2,2,33,3.0,0,0,0,0,0,0,1,0,1
U0195,14,27.2,20,8,5,1,3,2,34,3.5,0,0,0,1,0,0,0,0,0
U0196,26,44.0,35,17,11,4,5,5,9,3.9,0,0,0,0,0,0,1,0,0
U0197,8,19.0,12,6,3,1,1,2,38,2.4,0,1,0,0,0,0,0,0,1
U0198,17,27.9,22,9,5,1,1,3,24,2.9,0,0,0,0,0,0,0,1,0
U0199,6,13.5,8,7,3,1,1,2,39,2.7,0,0,0,0,0,0,1,0,1
U0200,21,36.3,30,15,9,3,4,4,20,3.4,0,0,0,0,0,1,0,0,0
U0201,25,39.1,30,15,11,4,4,4,13,3.9,1,0,0,0,0,0,0,0,0
U0202,6,12.8,9,5,1,0,1,2,51,2.9,1,0,0,0,0,0,0,0,1
U0203,1,8.4,6,2,1,0,0,2,47,2.1,1,0,0,0,0,0,0,0,1
U0204,1,0.0,3,1,2,0,0,2,52,1.5,0,0,0,0,0,0,0,1,1
U0205,6,23.4,12,6,4,0,2,2,41,2.5,0,0,0,0,0,0,0,1,1
U0206,15,27.1,15,9,6,1,3,3,30,2.6,1,0,0,0,0,0,0,0,0
U0207,24,46.4,35,18,14,5,7,4,6,4.3,0,0,0,0,0,0,1,0,0
U0208,22,29.3,20,9,6,1,1,3,25,3.4,0,0,0,0,0,1,0,0,0
U0209,18,34.7,23,10,4,1,2,3,29,3.0,1,0,0,0,0,0,0,0,0
U0210,22,38.0,29,20,12,4,5,4,11,3.9,0,0,0,1,0,0,0,0,0
U0211,20,33.3,23,10,5,2,2,3,20,3.9,0,0,0,0,1,0,0,0,0
U0212,12,23.6,16,7,3,1,1,2,35,3.1,0,0,0,0,0,0,1,0,1
U0213,8,19.5,11,7,4,1,1,2,35,2.9,0,1,0,0,0,0,0,0,1
U0214,21,38.5,31,14,8,2,4,4,13,3.8,0,0,0,0,0,1,0,0,0
U0215,22,40.9,27,13,7,2,2,4,20,3.6,0,0,0,0,1,0,0,0,0
U0216,4,9.8,6,5,2,0,1,2,47,2.2,0,1,0,0,0,0,0,0,1
U0217,17,25.4,23,11,6,2,2,4,24,3.1,0,0,0,0,0,0,1,0,0
U0218,12,23.5,12,6,4,0,1,2,33,2.8,1,0,0,0,0,0,0,0,1
U0219,24,42.1,26,17,12,4,6,4,12,4.3,1,0,0,0,0,0,0,0,0
U0220,7,12.6,7,4,2,0,0,2,45,2.8,0,0,0,0,0,0,0,1,1
U0221,23,40.9,30,13,9,3,5,4,11,3.5,0,0,0,0,0,0,0,1,0
U0222,28,46.9,34,18,13,5,6,5,3,4.6,0,0,0,0,0,1,0,0,0
U0223,12,23.0,15,6,3,0,1,2,36,2.6,0,0,0,0,0,1,0,0,1
U0224,14,22.0,19,11,6,1,2,3,28,3.4,0,1,0,0,0,0,0,0,0
U0225,18,29.2,22,13,7,2,2,3,22,3.4,0,0,0,0,0,0,0,1,0
U0226,13,33.4,20,11,7,1,2,3,23,3.3,0,0,0,0,0,1,0,0,0
U0227,7,8.5,5,2,0,0,0,2,49,2.2,0,1,0,0,0,0,0,0,1
U0228,11,17.4,12,6,4,1,1,2,37,2.9,0,0,0,1,0,0,0,0,1
U0229,21,41.3,26,12,8,2,3,4,15,3.8,1,0,0,0,0,0,0,0,0
U0230,15,27.2,18,11,6,1,2,3,28,3.0,1,0,0,0,0,0,0,0,1
U0231,26,41.2,31,16,10,4,5,4,7,4.0,0,0,0,0,0,0,1,0,0
U0232,19,43.0,27,14,8,2,3,4,15,3.7,0,0,0,0,0,0,0,1,0
U0233,12,27.2,15,8,3,1,1,3,31,3.0,1,0,0,0,0,0,0,0,1
U0234,10,19.0,11,5,1,0,0,3,35,3.0,1,0,0,0,0,0,0,0,1
U0235,6,10.6,8,3,0,0,0,1,44,1.7,1,0,0,0,0,0,0,0,1
U0236,9,11.6,8,3,1,0,1,2,46,2.5,0,0,0,0,0,1,0,0,1
U0237,14,28.6,18,10,6,2,2,4,29,3.2,1,0,0,0,0,0,0,0,1
U0238,13,25.6,17,10,5,0,2,3,30,2.6,0,0,0,1,0,0,0,0,1
U0239,12,25.4,21,9,2,1,0,3,35,2.5,0,1,0,0,0,0,0,0,1
U0240,20,42.7,24,13,8,2,3,3,6,3.7,0,0,0,0,0,0,0,1,0
U0241,17,33.0,19,11,7,1,3,3,27,3.2,0,0,0,0,0,0,0,1,0
U0242,21,36.2,24,16,9,4,3,4,17,3.8,0,0,1,0,0,0,0,0,0
U0243,15,31.5,20,9,5,1,1,3,28,3.6,0,0,0,0,0,1,0,0,0
U0244,14,29.1,14,12,6,2,3,2,32,2.6,0,0,1,0,0,0,0,0,1
U0245,15,28.1,19,10,7,2,2,3,24,2.8,0,0,0,0,0,0,0,1,0
U0246,11,21.9,14,7,3,0,1,2,38,2.3,0,0,0,0,0,0,1,0,1
U0247,25,45.3,31,19,14,5,7,4,10,4.5,0,0,0,0,1,0,0,0,0
U0248,12,16.8,15,7,3,1,1,2,33,2.9,1,0,0,0,0,0,0,0,1
U0249,22,38.4,23,12,5,1,1,4,24,3.4,0,0,0,0,1,0,0,0,0
U0250,12,14.6,16,6,3,1,1,2,37,2.5,0,1,0,0,0,0,0,0,1
U0251,24,50.6,33,16,10,4,5,4,7,4.1,0,0,0,0,0,0,1,0,0
U0252,8,11.2,8,3,0,0,0,2,38,2.1,0,0,0,0,0,1,0,0,1
U0253,7,19.3,6,4,3,1,2,2,35,2.6,1,0,0,0,0,0,0,0,1
U0254,19,37.3,28,11,10,4,4,4,16,4.1,0,0,1,0,0,0,0,0,0
U0255,17,32.8,23,11,6,2,3,3,26,3.0,0,0,0,0,1,0,0,0,0
U0256,12,21.5,17,6,2,0,1,3,31,2.6,0,0,0,0,0,0,1,0,1
U0257,20,33.5,20,14,9,2,3,3,21,3.5,1,0,0,0,0,0,0,0,0
U0258,13,25.7,18,9,4,1,2,3,31,2.3,0,0,0,0,0,0,0,1,0
U0259,11,20.8,16,6,3,1,1,2,40,3.0,0,0,0,1,0,0,0,0,1
U0260,12,23.6,17,10,6,1,2,2,34,2.8,0,0,1,0,0,0,0,0,1
U0261,22,42.1,30,15,10,3,6,4,7,4.0,0,0,0,1,0,0,0,0,0
U0262,21,36.2,25,13,7,2,3,4,23,3.4,0,0,0,0,0,0,1,0,0
U0263,18,31.3,22,14,9,3,3,4,18,3.6,0,0,0,0,0,0,1,0,0
U0264,15,24.3,19,10,4,1,2,3,24,3.1,0,1,0,0,0,0,0,0,0
U0265,12,25.9,19,9,3,0,1,3,29,3.0,0,0,0,0,0,0,0,1,1
U0266,11,18.3,14,8,4,1,1,3,39,2.8,0,0,0,1,0,0,0,0,1
U0267,24,40.6,27,16,11,4,5,4,10,4.1,0,0,0,1,0,0,0,0,0
U0268,2,12.4,8,5,3,0,1,2,44,1.7,0,0,0,0,1,0,0,0,1
U0269,5,9.6,2,3,0,0,0,1,45,1.9,1,0,0,0,0,0,0,0,1
U0270,18,35.3,25,13,9,3,3,4,17,3.8,0,0,0,1,0,0,0,0,0
U0271,13,22.2,13,8,5,2,1,2,33,2.7,1,0,0,0,0,0,0,0,1
U0272,24,40.6,28,16,11,4,5,4,6,4.3,0,1,0,0,0,0,0,0,0
U0273,19,32.9,29,13,8,2,4,4,16,4.0,0,0,0,0,0,0,1,0,0
U0274,17,27.0,15,9,4,1,2,2,28,3.2,1,0,0,0,0,0,0,0,1
U0275,23,34.7,24,12,7,2,3,4,19,3.8,0,1,0,0,0,0,0,0,0
U0276,22,38.8,28,14,8,3,4,4,13,3.9,0,0,0,0,1,0,0,0,0
U0277,23,41.6,24,14,10,4,4,4,13,3.8,0,0,0,0,0,0,1,0,0
U0278,13,30.7,19,9,5,1,1,3,27,2.9,1,0,0,0,0,0,0,0,1
U0279,2,7.8,5,3,1,0,0,2,45,2.4,0,0,1,0,0,0,0,0,1
U0280,3,7.8,0,2,1,0,0,1,53,1.8,0,0,1,0,0,0,0,0,1
U0281,22,41.8,31,17,11,4,6,4,14,3.9,1,0,0,0,0,0,0,0,0
U0282,17,28.7,16,11,5,1,1,3,26,3.0,0,0,0,0,1,0,0,0,1
U0283,10,18.9,12,6,2,0,0,3,36,2.5,0,0,0,0,0,0,0,1,1
U0284,17,33.6,21,10,5,1,2,3,21,3.4,0,0,0,0,1,0,0,0,1
U0285,17,32.8,22,10,6,2,2,4,24,3.3,0,0,1,0,0,0,0,0,0
U0286,18,30.3,21,13,8,2,3,3,23,3.0,0,0,0,0,0,0,1,0,0
U0287,10,23.1,14,6,3,1,1,3,34,2.8,0,1,0,0,0,0,0,0,1
U0288,21,36.7,20,12,9,3,4,4,18,3.5,0,0,0,0,1,0,0,0,0
U0289,7,11.7,7,5,3,0,0,2,41,2.1,0,0,0,0,0,0,0,1,1
U0290,14,26.0,13,8,3,1,1,3,31,2.7,0,0,0,1,0,0,0,0,1
U0291,8,16.6,13,7,2,0,1,2,41,2.2,0,0,0,1,0,0,0,0,1
U0292,20,34.5,26,12,7,2,4,4,18,3.8,0,0,0,1,0,0,0,0,0
U0293,10,14.7,12,6,2,0,0,2,42,2.7,0,0,1,0,0,0,0,0,1
U0294,6,15.2,10,1,0,0,0,2,45,2.2,0,0,0,0,0,1,0,0,1
U0295,20,30.0,18,13,8,2,3,4,28,3.4,1,0,0,0,0,0,0,0,1
U0296,17,33.8,25,9,6,2,3,3,23,3.0,1,0,0,0,0,0,0,0,0
U0297,6,13.0,8,7,2,0,1,2,45,2.3,1,0,0,0,0,0,0,0,1
U0298,21,40.7,25,14,8,2,4,4,15,4.2,0,0,0,0,0,0,1,0,0
